2020-03-05 16:05:11,039 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:05:11,322 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:05:11,338 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:05:18,559 [17] INFO  TN.OrganizeImageFiles.Code - [SEND SMS (200) ] :  	 [SEND SMS TO 0382824552 SUCCESSFUL ! ] [ MESSAGE : Camera:13, Ngaygio: 2/18/2020 6:45:19 PM , SuCo: StopF ]
2020-03-05 16:26:30,661 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:36:40,036 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:36:52,041 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:36:53,498 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:36:54,346 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:37:51,462 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:42:23,951 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:42:24,290 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:42:24,326 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:44:02,748 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:44:03,056 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:44:03,069 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:45:10,037 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:45:10,324 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:45:10,336 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:46:36,062 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:46:36,580 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:46:36,604 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:46:48,446 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:46:48,820 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:46:48,835 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:47:44,370 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:47:44,986 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:47:45,058 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:48:11,618 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 16:48:11,893 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:48:11,906 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:59:33,265 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 16:59:51,393 [1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
